County,Population,Population-growth,Population-density,Income-per-capita,White-not-hispanic-population-percentage,Percent-of-people-25-years-and-over-with-bachelors-degree-or-higher,class
"Faulk, south-dakota",2357,-0.3,2.4,23069,97.4,18.4,Trump
"Grant, south-dakota",7241,-1.6,10.8,24554,94.4,15.9,Trump
"Gregory, south-dakota",4217,-1.3,4.2,23041,88.5,17,Trump
"Haakon, south-dakota",1847,-4.6,1.1,25754,92.2,20.2,Trump
"Hamlin, south-dakota",5989,1.5,11.6,25233,95.1,18.2,Trump
"Hand, south-dakota",3345,-2.5,2.4,26027,97.1,18.3,Trump
"Hanson, south-dakota",3419,2.6,7.7,23197,97.9,22.6,Trump
"Harding, south-dakota",1250,-0.4,0.5,22247,93.7,35.1,Trump
"Hughes, south-dakota",17642,3.6,23,30284,83.5,32,Trump
"Hutchinson, south-dakota",7200,-1.9,9,26110,95.4,25.2,Trump
"Hyde, south-dakota",1396,-1.7,1.7,26195,87.5,20.4,Trump
"Jackson, south-dakota",3274,8,1.6,20319,42.7,17.4,Trump
"Jerauld, south-dakota",2007,-3.1,3.9,26590,93,15.4,Trump
"Jones, south-dakota",975,-3.1,1,23377,89.6,15.8,Trump
"Kingsbury, south-dakota",5075,-1.4,6.2,27485,95.5,21.3,Trump
"Lake, south-dakota",12368,10.4,19.9,27015,93.8,27.7,Trump
"Lawrence, south-dakota",24657,2.3,30.1,27498,90.8,29.1,Trump
"Lincoln, south-dakota",51548,15,77.7,34839,93.9,39.4,Trump
"Lyman, south-dakota",3877,3.2,2.3,20586,57.6,19.4,Trump
"Marshall, south-dakota",4683,0.6,5.6,24205,82.8,19.6,Trump
"McCook, south-dakota",5649,0.6,9.8,26505,94.9,22.1,Trump
"McPherson, south-dakota",2429,-1.2,2.2,22596,97,18.4,Trump
"Meade, south-dakota",26951,5.9,7.3,25375,88,19.6,Trump
"Mellette, south-dakota",2100,2.5,1.6,15760,40.3,16.8,Trump
"Miner, south-dakota",2316,-3.1,4.2,31288,95.5,21.7,Trump
"Minnehaha, south-dakota",182882,7.9,210,26380,84.7,29.2,Trump
"Moody, south-dakota",6367,-1.8,12.5,27682,79.7,24.1,Trump
"Pennington, south-dakota",108242,7.2,36.4,27000,80.4,27.8,Trump
"Perkins, south-dakota",3033,1.7,1,25751,96,17.9,Trump
"Potter, south-dakota",2340,0.5,2.7,26180,95.5,18.5,Trump
"Roberts, south-dakota",10374,2.2,9.2,22670,59.7,16.5,Trump
"Sanborn, south-dakota",2336,-0.8,4.1,25823,95.6,16.4,Trump
"Spink, south-dakota",6598,2.9,4.3,27757,95.1,19.7,Trump
"Stanley, south-dakota",2983,0.6,2.1,30933,87.1,27.4,Trump
"Sully, south-dakota",1438,4.7,1.4,30218,93.3,30.9,Trump
"Todd, south-dakota",9882,2.8,6.9,10575,10.4,12.4,Clinton
"Tripp, south-dakota",5512,-2.3,3.5,23270,82.3,21.2,Trump
"Turner, south-dakota",8272,-0.9,13.5,25406,95.6,19.4,Trump
"Union, south-dakota",15029,4.4,31.3,36167,92.5,32.2,Trump
"Walworth, south-dakota",5511,1.3,7.7,25915,81.2,21.8,Trump
"Yankton, south-dakota",22684,1.1,43.1,27268,90.4,26.4,Trump
"Ziebach, south-dakota",2826,0.9,1.4,12339,23.9,14.7,Trump
"Anderson, tennessee",75528,0.5,222.8,24561,90.1,23.5,Trump
"Bedford, tennessee",46627,3.5,95.1,19303,77.9,12.3,Trump
"Benton, tennessee",16145,-2.1,41.8,18456,93.3,10.3,Trump
"Bledsoe, tennessee",13931,8.3,31.7,15747,92.1,9.3,Trump
"Blount, tennessee",126339,2.7,220.2,23788,91.6,20.8,Trump
"Bradley, tennessee",102975,4.1,301,21649,87.4,18.5,Trump
"Campbell, tennessee",39918,-2,84.8,16812,96.6,9.5,Trump
"Cannon, tennessee",13757,-0.3,52,20566,95,13,Trump
"Carroll, tennessee",28370,-0.5,47.6,18330,84.9,15.4,Trump
"Carter, tennessee",56886,-0.9,168.3,19018,95.3,15.8,Trump
"Cheatham, tennessee",39764,1.7,129.3,23459,93.8,18.9,Trump
"Chester, tennessee",17379,1.4,60,18817,86,15.5,Trump
"Claiborne, tennessee",31592,-1.9,74.1,18583,95.9,13.3,Trump
"Clay, tennessee",7765,-1.2,33.2,16867,95.3,12.9,Trump
"Cocke, tennessee",35374,-0.8,82.1,17476,93.7,9.5,Trump
"Coffee, tennessee",53623,1.6,123.1,20357,89.5,18,Trump
"Crockett, tennessee",14668,0.6,54.9,18664,75.7,11.9,Trump
"Cumberland, tennessee",57985,3.4,82.3,21141,95,17.4,Trump
"Davidson, tennessee",668347,6.7,1243.3,28467,57.1,35.9,Clinton
"Decatur, tennessee",11666,-0.7,35.2,25368,92.1,14.2,Trump
"DeKalb, tennessee",19268,2.9,61.5,21606,89.6,13.3,Trump
"Dickson, tennessee",50575,1.9,101.4,21547,90.2,14.2,Trump
"Dyer, tennessee",37935,-1,74.8,21208,80.4,18.1,Trump
"Fayette, tennessee",39011,1.6,54.5,28201,68.1,21.5,Trump
"Fentress, tennessee",17855,-0.6,36,16454,97.1,11.1,Trump
"Franklin, tennessee",41402,0.9,74,22398,89.3,18.4,Trump
"Gibson, tennessee",49472,-0.4,82.4,20402,77.5,16.5,Trump
"Giles, tennessee",28853,-2.1,48.3,19998,85.3,14.6,Trump
"Grainger, tennessee",22864,0.9,80.7,17933,95.4,10.5,Trump
"Greene, tennessee",68335,-0.7,110.6,19801,93.4,15.5,Trump
"Grundy, tennessee",13425,-2.1,38,15683,96.6,10,Trump
"Hamblen, tennessee",63036,0.8,388,21261,82.4,16,Trump
"Hamilton, tennessee",351220,4.4,620.3,27229,71.7,27.2,Trump
"Hancock, tennessee",6657,-2.4,30.7,14326,97.4,9,Trump
"Hardeman, tennessee",25965,-4.7,40.8,14975,55.2,9.8,Trump
"Hardin, tennessee",25870,-0.6,45.1,20127,92.3,11.2,Trump
"Hawkins, tennessee",56735,-0.2,116.7,20662,95.5,12.7,Trump
"Haywood, tennessee",18185,-3.2,35.2,18714,45.1,11.4,Clinton
"Henderson, tennessee",28009,0.8,53.4,20449,87.8,13.1,Trump
"Henry, tennessee",32204,-0.4,57.5,22239,87.5,16,Trump
"Hickman, tennessee",24384,-1.3,40.3,18383,91.1,12,Trump
"Houston, tennessee",8267,-1.9,42.1,18539,92.4,9.7,Trump
"Humphreys, tennessee",18135,-2.2,34.9,22183,93.3,12.4,Trump
"Jackson, tennessee",11568,-0.6,37.7,18387,96.1,9.9,Trump
"Jefferson, tennessee",52677,2.1,187.6,20619,92.4,13.6,Trump
"Johnson, tennessee",17859,-2.1,61.1,16470,94.6,9,Trump
"Knox, tennessee",448644,3.8,850.5,28136,83.3,34.3,Trump
"Lake, tennessee",7631,-2.6,47.2,12042,68,7,Trump
"Lauderdale, tennessee",27382,-1.6,58.9,15758,60.5,10.4,Trump
"Lawrence, tennessee",42274,1,67.8,19136,94.4,12,Trump
"Lewis, tennessee",11906,-2.1,43.1,17751,93.7,11.7,Trump
"Lincoln, tennessee",33637,0.8,58.5,21811,87.5,15.5,Trump
"Loudon, tennessee",50771,4.6,211.8,27045,88.8,25.2,Trump
"Macon, tennessee",23003,3.4,72.4,17009,92.8,8.4,Trump
"Madison, tennessee",98178,-0.1,176.4,23283,57,24.6,Trump
"Marion, tennessee",28407,0.6,56.7,21399,92.4,15.4,Trump
"Marshall, tennessee",31269,2.1,81.5,20739,86.2,13.1,Trump
"Maury, tennessee",85515,5.6,132,22766,80,17.4,Trump
"McMinn, tennessee",52626,0.7,121.5,19744,90.1,14.3,Trump
"McNairy, tennessee",26267,0.7,46.3,18428,90.3,11.6,Trump
"Meigs, tennessee",11701,-0.4,60.2,19403,94.8,8.2,Trump
"Monroe, tennessee",45233,1.6,70,19643,91.7,10.5,Trump
"Montgomery, tennessee",189961,10.2,319.6,22380,65.8,23.5,Trump
"Moore, tennessee",6319,-0.7,49.2,23307,94.1,14.6,Trump
"Morgan, tennessee",21660,-1.5,42.1,17747,93.2,7.4,Trump
"Obion, tennessee",30941,-2.7,58.4,20900,84,14.2,Trump
"Overton, tennessee",22028,-0.3,50.9,18347,96.5,12.6,Trump
"Perry, tennessee",7822,-1.2,19.1,17214,93,13.7,Trump
"Pickett, tennessee",5124,0.9,31.2,21942,97.5,13,Trump
"Polk, tennessee",16730,-0.6,38.7,20274,95.8,11.1,Trump
"Putnam, tennessee",74165,2.5,180.3,20517,89.3,22.9,Trump
"Rhea, tennessee",32641,2.6,100.9,18952,91.5,12.6,Trump
"Roane, tennessee",52748,-2.6,150.2,23936,93.2,17.3,Trump
"Robertson, tennessee",68079,2.7,139.2,23809,84.3,17.1,Trump
"Rutherford, tennessee",288906,10,424,25077,74.3,28.3,Trump
"Scott, tennessee",21987,-1.1,41.8,17121,97.6,10.3,Trump
"Sequatchie, tennessee",14704,4.1,53.1,20899,94.3,13.5,Trump
"Sevier, tennessee",95110,5.8,151.7,22242,91,15,Trump
"Shelby, tennessee",938803,1.2,1215.5,25549,37.6,29,Clinton
"Smith, tennessee",19009,-0.8,61,21153,93.2,11.1,Trump
"Stewart, tennessee",13279,-0.3,29,21701,92.4,11.7,Trump
"Sullivan, tennessee",157047,0.1,379.4,23850,93.9,20.5,Trump
"Sumner, tennessee",172706,7.5,303.4,27795,86.1,23.7,Trump
"Tipton, tennessee",61623,0.9,133.3,23054,76.3,15.1,Trump
"Trousdale, tennessee",8002,1.7,68.9,20491,85.5,12.9,Trump
"Unicoi, tennessee",17963,-1.9,98.4,20152,94,12.9,Trump
"Union, tennessee",19113,0,85.5,17426,96.8,8.2,Trump
"Van Buren, tennessee",5633,1.5,20.3,19450,96.8,10.4,Trump
"Warren, tennessee",39969,0.3,92.1,19531,86.5,12.1,Trump
"Washington, tennessee",126242,2.7,376.7,25355,89.7,29.3,Trump
"Wayne, tennessee",16913,-0.6,23.2,17706,90.8,7.9,Trump
"Weakley, tennessee",34373,-1.9,60.3,19547,87.2,20.1,Trump
"White, tennessee",26301,1.8,68.6,18205,94,11,Trump
"Williamson, tennessee",205226,12,314.4,41292,85.9,52.8,Trump
"Wilson, tennessee",125376,10,199.7,27864,86.7,26,Trump
"Anderson, texas",57627,-1.4,55,18495,60.2,10.9,Trump
"Andrews, texas",17477,18.2,9.9,27429,42.9,14.2,Trump
"Angelina, texas",87750,1.1,108.8,20982,62,15,Trump
"Aransas, texas",24972,7.8,91.9,26953,68.7,21.7,Trump
"Archer, texas",8811,-2.7,10,27800,88.6,20,Trump
"Armstrong, texas",1955,2.8,2.1,26823,87.1,24.7,Trump
"Atascosa, texas",47774,6.4,36.8,20193,35.3,14.1,Trump
"Austin, texas",29114,2.5,44,25884,63.8,18.6,Trump
"Bailey, texas",6910,-3.6,8.7,18676,36.6,11.1,Trump
"Bandera, texas",20892,2,25.9,25364,79.7,21.9,Trump
"Bastrop, texas",78069,5.3,83.5,23342,55.8,16.3,Trump
"Baylor, texas",3592,-3.6,4.3,28021,83.2,24.1,Trump
"Bee, texas",32863,3.1,36.2,16848,33.1,8.2,Trump
"Bell, texas",329140,6.1,295.2,22857,48.9,21.7,Trump
"Bexar, texas",1855866,8.2,1383.1,24253,29.5,26.3,Clinton
"Blanco, texas",10812,3.1,14.8,26781,77.1,26.8,Trump
"Borden, texas",652,1.7,0.7,50042,82.1,32.1,Trump
"Bosque, texas",17780,-2.4,18.5,23992,79.5,15.4,Trump
"Bowie, texas",93275,0.8,104.6,22911,65.4,19,Trump
"Brazoria, texas",338124,8,230.7,29081,50.7,27.5,Trump
"Brazos, texas",209152,7.3,332.8,21720,57.7,38.8,Trump
"Brewster, texas",9173,-0.6,1.5,27796,52.8,36.1,Trump
"Briscoe, texas",1536,-6.2,1.8,20697,69.1,17.8,Trump
"Brooks, texas",7194,-0.4,7.7,14345,8.4,10.8,Clinton
"Brown, texas",37653,-1.2,40.3,21236,73.5,16,Trump
"Burleson, texas",17253,0.4,26.1,21529,66.3,11.6,Trump
"Burnet, texas",44943,5.2,43,24998,74.6,21.9,Trump
"Caldwell, texas",39810,4.6,69.8,19673,42.6,15.7,Trump
"Calhoun, texas",21797,1.9,42.2,23381,44.1,15.7,Trump
"Callahan, texas",13513,-0.2,15.1,22855,87.4,14.7,Trump
"Cameron, texas",420392,3.5,456,14710,10.1,15.4,Clinton
"Camp, texas",12621,1.8,63.3,19176,57.6,15.2,Trump
"Carson, texas",6013,-2.7,6.7,26827,87,21.5,Trump
"Cass, texas",30261,-0.7,32.5,20104,76.4,13,Trump
"Castro, texas",7781,-3.5,9,19708,34.6,12.8,Trump
"Chambers, texas",38145,8.7,58.8,30140,69,18,Trump
"Cherokee, texas",50902,0.1,48.3,18801,61.8,15.1,Trump
"Childress, texas",7089,0.7,10.1,20248,58.7,18.6,Trump
"Clay, texas",10370,-3.6,9.9,25867,91,18.2,Trump
"Cochran, texas",2935,-6.1,4,17371,38.2,12.4,Trump
"Coke, texas",3254,-2,3.6,26407,75.6,17.4,Trump
"Coleman, texas",8430,-5.2,7,18967,77.9,15,Trump
"Collin, texas",885241,13.2,930,37839,61.2,49.3,Trump
"Collingsworth, texas",3017,-1.3,3.3,22847,60.5,18.9,Trump
"Colorado, texas",20719,-0.7,21.7,24348,58.3,16.9,Trump
"Comal, texas",123694,14,193.9,32980,69.5,33.3,Trump
"Comanche, texas",13550,-3,14.9,19268,71.4,18.9,Trump
"Concho, texas",4050,-0.9,4.2,19976,42.6,10.8,Trump
"Cooke, texas",38761,0.8,43.9,25186,77.2,19.5,Trump
"Coryell, texas",75562,0.2,71.7,19357,60.2,15.1,Trump
"Cottle, texas",1415,-6,1.7,21089,65.6,16.1,Trump
"Crane, texas",4950,13.1,5.6,22291,35.3,13.6,Trump
"Crockett, texas",3812,2.5,1.3,23872,33.9,11.1,Trump
"Crosby, texas",5899,-2.6,6.7,18959,41.2,13.8,Trump
"Culberson, texas",2266,-5.5,0.6,16227,22.5,16.5,Clinton
"Dallam, texas",7135,6.4,4.5,19752,53.2,10.4,Trump
"Dallas, texas",2518638,6.4,2718,26816,31.7,28.6,Clinton
"Dawson, texas",13372,-3.3,15.4,17677,37.4,9.4,Trump
"Deaf Smith, texas",19195,-0.9,12.9,17532,27.7,15.6,Trump
"Delta, texas",5238,0.1,20.4,20150,81.3,16.2,Trump
"Denton, texas",753363,13.7,754.3,33855,62.5,40.5,Trump
"DeWitt, texas",20684,2.9,22.1,23720,56.1,12.4,Trump
"Dickens, texas",2218,-9.2,2.7,20578,63.2,13.5,Trump
"Dimmit, texas",11089,10.9,7.5,17516,12.6,9.2,Clinton
"Donley, texas",3543,-5,4,21904,82.6,16.7,Trump
"Duval, texas",11533,-2.1,6.6,20181,10,6.8,Clinton
"Eastland, texas",18176,-2.2,20.1,21125,80,16,Trump
"Ector, texas",153904,12.2,152.8,24247,37.3,13.5,Trump
"Edwards, texas",1879,-6.1,0.9,22015,43.7,24.2,Trump
"El Paso, texas",833487,4.1,790.6,18379,13.5,20.7,Clinton
"Ellis, texas",159317,6.5,159.9,25662,64.2,20.7,Trump
"Erath, texas",40147,6,35,21670,76,24.3,Trump
"Falls, texas",16989,-4.9,23.3,16486,51.7,10.7,Trump
"Fannin, texas",33752,-0.5,38.1,20337,79.7,15,Trump
"Fayette, texas",24833,1.1,25.8,27032,72.7,16.8,Trump
"Fisher, texas",3831,-3.6,4.4,22709,67.6,15.2,Trump
"Floyd, texas",5949,-7.7,6.5,21655,40.3,17.1,Trump
"Foard, texas",1275,-4.6,1.9,20202,76,21.8,Trump
"Fort Bend, texas",685345,17.2,679.5,34084,35.6,41.4,Clinton
"Franklin, texas",10600,0,37.3,28189,79.8,20.3,Trump
"Freestone, texas",19762,-0.3,22.6,22876,67.2,11.7,Trump
"Frio, texas",18531,7.6,15.2,15863,16.1,6.5,Clinton
"Gaines, texas",19425,10.8,11.7,21572,58.3,11.9,Trump
"Galveston, texas",314198,7.9,769.9,30926,58.3,28.5,Trump
"Garza, texas",6435,-0.4,7.2,16175,44.2,9.5,Trump
"Gillespie, texas",25520,2.7,23.5,30117,76.9,29.2,Trump
"Glasscock, texas",1291,5.3,1.4,31135,64.9,18.8,Trump
"Goliad, texas",7549,4.7,8.5,30031,58.4,14.2,Trump
"Gonzales, texas",20462,3.3,18.6,20288,43.2,14.5,Trump
"Gray, texas",23044,2.3,24.3,21738,66.1,13.5,Trump
"Grayson, texas",123534,2.2,129.6,24003,77.3,19.6,Trump
"Gregg, texas",123204,1.2,445.4,24064,59.6,19.9,Trump
"Grimes, texas",27172,2.3,33.8,20307,59.5,11.1,Trump
"Guadalupe, texas",147250,11.9,184.9,26184,52.8,24.6,Trump
"Hale, texas",34720,-4.3,36.1,18004,35.5,13.2,Trump
"Hall, texas",3147,-6.1,3.8,19004,56.9,14.1,Trump
"Hamilton, texas",8199,-3.7,10.2,23067,86.3,17.8,Trump
"Hansford, texas",5509,-1.9,6.1,23969,52.7,21.8,Trump
"Hardeman, texas",3928,-5.1,6,19829,70.2,18.6,Trump
"Hardin, texas",55621,1.8,61.3,25559,87.1,15.6,Trump
"Harris, texas",4441370,8.5,2402.4,27899,31.9,28.4,Clinton
"Harrison, texas",67336,2.6,72.9,23236,63.7,17.8,Trump
"Hartley, texas",6089,0.4,4.1,24566,66.1,20.6,Trump
"Haskell, texas",5769,-2.2,6.5,22223,68.8,12.2,Trump
"Hays, texas",185025,17.8,231.7,26873,56.8,36.7,Trump
"Hemphill, texas",4180,9.8,4.2,29544,65.8,19.6,Trump
"Henderson, texas",79290,1,89.9,21995,79.4,14.4,Trump
"Hidalgo, texas",831073,7.3,493.2,14222,7.3,15.9,Clinton
"Hill, texas",34848,-0.7,36.6,21182,72,14.8,Trump
"Hockley, texas",23577,2.8,25.2,21984,48.7,17.4,Trump
"Hood, texas",53921,5.4,121.7,30046,85.8,24.1,Trump
"Hopkins, texas",35921,2.2,45.8,21606,74.4,15.7,Trump
"Houston, texas",22741,-4.2,19.3,19090,61.7,14.8,Trump
"Howard, texas",36651,4.7,38.9,19965,52,12.1,Trump
"Hudspeth, texas",3211,-7.6,0.8,14142,19.7,10.1,Trump
"Hunt, texas",88493,2.7,102.5,22341,73.9,16.6,Trump
"Hutchinson, texas",21773,-2.1,25,23383,71.9,13.5,Trump
"Irion, texas",1574,-1.6,1.5,28055,69.4,13,Trump
"Jack, texas",8855,-2.1,9.9,24325,78.5,10.7,Trump
"Jackson, texas",14739,4.7,17,23418,60.4,17.9,Trump
"Jasper, texas",35552,-0.4,38,20254,75,11.2,Trump
"Jeff Davis, texas",2204,-5.9,1,26958,62.2,35.3,Trump
"Jefferson, texas",252235,0,287.9,23236,42.9,17.8,Trump
"Jim Hogg, texas",5255,-0.8,4.7,19212,6.3,10.9,Clinton
"Jim Wells, texas",41353,1.3,47.2,20452,19.2,11.1,Clinton
"Johnson, texas",157456,4.3,208.3,24816,74.8,16.7,Trump
"Jones, texas",19936,-1.3,21.8,14827,60.2,8.9,Trump
"Karnes, texas",14906,0.6,19.8,19899,39.1,11.2,Trump
"Kaufman, texas",111236,7.6,132.4,24954,68,17.6,Trump
"Kendall, texas",38880,16.4,50.4,35827,75.2,39.7,Trump
"Kenedy, texas",400,-3.8,0.3,15157,20.4,10.6,Clinton
"Kent, texas",785,-2.8,0.9,24839,79.9,23.1,Trump
"Kerr, texas",50562,1.9,45,26334,70.7,28.2,Trump
"Kimble, texas",4438,-3.7,3.7,27502,72.1,17.6,Trump
"King, texas",262,-8.4,0.3,29836,79.3,20.5,Trump
"Kinney, texas",3526,-2,2.6,16700,40,14.6,Trump
"Kleberg, texas",32190,0.4,36.4,18918,21.9,23.6,Clinton
"Knox, texas",3858,3.7,4.4,19396,60.1,12.5,Trump
"La Salle, texas",7474,8.5,4.6,13307,13.8,5.1,Clinton
"Lamar, texas",49523,-0.5,54.9,21468,75.3,16.5,Trump
"Lamb, texas",13574,-2.9,13.8,18744,40.6,14,Trump
"Lampasas, texas",20156,2.4,27.6,23423,73.6,19.8,Trump
"Lavaca, texas",19721,2.4,19.9,24299,74.5,16.3,Trump
"Lee, texas",16742,0.8,26.4,25123,64.1,15.7,Trump
"Leon, texas",16861,0.4,15.7,24170,76.7,14.8,Trump
"Liberty, texas",78117,3.3,65.3,19740,67.5,8.8,Trump
"Limestone, texas",23524,0.6,25.8,19352,60.5,12.4,Trump
"Lipscomb, texas",3553,7.6,3.5,29017,65,21.5,Trump
"Live Oak, texas",12091,4.9,11.1,21016,57,14.3,Trump
"Llano, texas",19510,1.1,20.7,33634,87.7,25.4,Trump
"Loving, texas",86,4.9,0.1,34068,78.9,7.9,Trump
"Lubbock, texas",293974,5.4,311.3,23773,55.8,27.9,Trump
"Lynn, texas",5771,-2.4,6.6,21639,49.4,17.7,Trump
"Madison, texas",13861,1.4,29.3,15131,56.5,12.5,Trump
"Marion, texas",10149,-3.7,27.7,20337,71,12.2,Trump
"Martin, texas",5460,13.8,5.2,20859,52,10.9,Trump
"Mason, texas",4071,1.5,4.3,27504,75.1,26.5,Trump
"Matagorda, texas",36519,-0.5,33.4,23389,46.2,14.5,Trump
"Maverick, texas",57023,5.1,42.4,13668,3.2,12.2,Clinton
"McCulloch, texas",8199,-1,7.8,20677,65.2,15,Trump
"McLennan, texas",243441,3.6,226.5,21660,57.8,21.7,Trump
"McMullen, texas",805,13.9,0.6,27375,60.5,6.8,Trump
"Medina, texas",47894,4.1,34.7,22413,45.3,20,Trump
"Menard, texas",2147,-4.2,2.5,18253,62.6,18.8,Trump
"Midland, texas",155830,13.8,152,33672,50,24.4,Trump
"Milam, texas",24256,-2,24.3,21248,64.1,14.4,Trump
"Mills, texas",4870,-1.3,6.6,22651,80.3,21.9,Trump
"Mitchell, texas",9076,-3.5,10.3,15936,48.2,8.3,Trump
"Montague, texas",19416,-1.5,21.2,24699,86.6,16.6,Trump
"Montgomery, texas",518947,13.9,437.5,32911,69.4,30.7,Trump
"Moore, texas",22148,1.1,24.3,19770,35.9,13.2,Trump
"Morris, texas",12743,-1.5,51.3,20045,65.8,13.1,Trump
"Motley, texas",1153,-4.7,1.2,18828,80.7,18.1,Trump
"Nacogdoches, texas",65301,1.2,68.2,20362,60.4,24.3,Trump
"Navarro, texas",48195,0.8,47.3,20327,58.4,16.5,Trump
"Newton, texas",14138,-2.1,15.5,20431,73.2,7.5,Trump
"Nolan, texas",15093,-0.8,16.7,19002,58.4,12.5,Trump
"Nueces, texas",356221,4.7,405.8,23671,31.4,20,Trump
"Ochiltree, texas",10758,5.2,11.1,23382,46.4,15.3,Trump
"Oldham, texas",2070,0.9,1.4,22519,78.8,31.3,Trump
"Orange, texas",83433,2,245.3,24736,82,13,Trump
"Palo Pinto, texas",28096,-0.1,29.5,23655,76,15.1,Trump
"Panola, texas",23769,-0.1,29.7,26525,73.3,11.8,Trump
"Parker, texas",123164,5.3,129.4,30692,84.2,25,Trump
"Parmer, texas",9908,-3.5,11.7,19304,36.6,16.2,Trump
"Pecos, texas",15893,2.5,3.3,20245,27,12.7,Trump
"Polk, texas",46079,1.5,43,19498,71.5,11.3,Trump
"Potter, texas",121627,0.5,133.3,19861,47.1,15.6,Trump
"Presidio, texas",6976,-10.8,2,16175,14.9,23.6,Clinton
"Rains, texas",11032,1.1,47.6,21946,86.3,11,Trump
"Randall, texas",128220,6.2,132.4,29124,75.3,30.2,Trump
"Reagan, texas",3755,11.5,2.9,26633,31.3,10.6,Trump
"Real, texas",3371,1.9,4.7,17931,69.6,19.5,Trump
"Red River, texas",12446,-3.2,12.4,19014,73.4,14.5,Trump
"Reeves, texas",14349,4.1,5.2,15467,19.2,10.5,Clinton
"Refugio, texas",7302,-1.1,9.6,23174,43.5,11.2,Trump
"Roberts, texas",928,-0.1,1,36172,82.9,33.2,Trump
"Robertson, texas",16500,-0.7,19.4,21709,58.3,15.8,Trump
"Rockwall, texas",87809,12.1,616.7,34617,72.8,36.5,Trump
"Runnels, texas",10416,-0.8,10,20235,62.8,14.9,Trump
"Rusk, texas",53923,1.1,57.7,21640,64.9,13.8,Trump
"Sabine, texas",10350,-4.5,22,18762,86.7,13.4,Trump
"San Augustine, texas",8610,-2.9,16.7,18695,68.8,12.4,Trump
"San Jacinto, texas",27099,2.7,46.3,24733,75.4,12,Trump
"San Patricio, texas",66915,3.3,93.5,23373,40.8,14.7,Trump
"San Saba, texas",5622,-8.3,5.4,18009,66.1,13.1,Trump
"Schleicher, texas",3162,-8.6,2.6,24787,46.6,21.9,Trump
"Scurry, texas",17328,2.4,18.7,22860,55.2,14.4,Trump
"Shackelford, texas",3343,-1,3.7,25436,86.3,25.4,Trump
"Shelby, texas",25515,0.3,32,21126,63.5,13.7,Trump
"Sherman, texas",3084,1.6,3.3,21936,55.5,20,Trump
"Smith, texas",218842,4.4,227.6,25626,61.3,24.5,Trump
"Somervell, texas",8694,2.4,45.5,28134,77.1,29,Trump
"Starr, texas",62955,3.3,49.8,11584,3.9,8.6,Clinton
"Stephens, texas",9405,-2.3,10.7,20535,73.7,15.6,Trump
"Sterling, texas",1339,17.1,1.2,20157,59.3,22.3,Trump
"Stonewall, texas",1403,-5.8,1.6,24063,78.5,20.2,Trump
"Sutton, texas",3972,-3.8,2.8,27721,37.8,17.9,Trump
"Swisher, texas",7581,-3.5,8.8,17880,49.3,16.3,Trump
"Tarrant, texas",1945360,7.5,2094.7,28266,50.1,29.5,Trump
"Taylor, texas",135143,2.8,143.6,23141,65.8,24.4,Trump
"Terrell, texas",927,-5.8,0.4,31578,45.8,17.4,Trump
"Terry, texas",12739,0.7,14.2,21201,41.6,15.5,Trump
"Throckmorton, texas",1608,-2,1.8,24086,86.2,19.8,Trump
"Titus, texas",32506,0.5,79.6,19356,47.5,13.8,Trump
"Tom Green, texas",116608,5.8,72.4,23712,55.9,21.6,Trump
"Travis, texas",1151145,12.4,1034.4,33206,50,44.9,Clinton
"Trinity, texas",14224,-3.1,21,18730,78.9,9.9,Trump
"Tyler, texas",21418,-1.6,23.5,19612,79.4,11.8,Trump
"Upshur, texas",40354,2.6,67.4,22483,81.1,13.3,Trump
"Upton, texas",3454,3.1,2.7,22953,44.5,11.5,Trump
"Uvalde, texas",27117,2.7,17,17479,28.2,14.5,Trump
"Val Verde, texas",48974,0.2,15.5,17867,17.2,15.3,Clinton
"Van Zandt, texas",52910,0.6,62.4,21920,84.7,13.5,Trump
"Victoria, texas",91081,4.9,98.4,24700,46.7,16.3,Trump
"Walker, texas",69789,2.8,86.5,16330,57.7,17.9,Trump
"Waller, texas",46820,8.3,84.1,22412,43.6,19,Trump
"Ward, texas",11625,9.1,12.8,22278,43.4,12.5,Trump
"Washington, texas",34438,2.2,55.8,23070,65.1,23.5,Trump
"Webb, texas",266673,6.5,74.5,14553,3.7,17.2,Clinton
"Wharton, texas",41168,-0.3,38,20310,46.2,14.6,Trump
"Wheeler, texas",5714,5.6,5.9,30097,68.5,18.4,Trump
"Wichita, texas",132355,0.5,209.5,22905,67.2,20.1,Trump
"Wilbarger, texas",12973,-4.2,13.9,20373,61,16.5,Trump
"Willacy, texas",21903,-1,37.5,11313,9.6,8.8,Clinton
"Williamson, texas",489250,15.8,378,31070,62.3,38,Trump
"Wilson, texas",46402,8.1,53.4,27238,58,18,Trump
"Winkler, texas",7821,10,8.5,23629,39.2,9.6,Trump
"Wise, texas",61638,4.2,65.4,25663,78.3,16.1,Trump
"Wood, texas",42852,2.1,65,23129,83.7,17,Trump
"Yoakum, texas",8286,5.2,9.9,21389,35.2,15,Trump
"Young, texas",18350,-1.1,20.3,26979,79.3,16.7,Trump
"Zapata, texas",14319,2.1,14,16671,5.8,8.5,Clinton
"Zavala, texas",12267,5.1,9,12828,6.4,9.4,Clinton
"Beaver, utah",6461,-2.5,2.6,19415,86,17,Trump
